Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S58671513,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-08-01,02:00 PM,eBird - Traveling Count,120,1,3.219,,1
S58918066,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-08-11,10:15 AM,eBird - Traveling Count,120,1,4.828,,1
S59434036,Wood Duck,Aix sponsa,406,28,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-01,08:04 AM,eBird - Traveling Count,245,1,6.26,,21,,,21 people started the TOC High Park birding walk
S59554600,Wood Duck,Aix sponsa,406,15,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-06,10:00 AM,eBird - Traveling Count,90,1,3.219,,1
S59882601,Wood Duck,Aix sponsa,406,5,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-17,09:00 AM,eBird - Traveling Count,210,1,3.219,,1,,,"Started solo in the forested area and ponds in the North East portion of the park, then joined a group of about 6 people observing on Hawk Hill for about two hours before moving south along Colborne Lodge Drive."
S60109926,Wood Duck,Aix sponsa,406,5,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2019-09-25,08:45 AM,eBird - Traveling Count,60,1,1.609,,1
S64404272,Wood Duck,Aix sponsa,406,5,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2020-02-11,01:36 PM,eBird - Traveling Count,185,1,4.7,,2,,Three male and two female. North of Grenadier Pond with mallards.
S72684766,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2020-08-22,08:10 AM,eBird - Traveling Count,195,1,5.538,,1
S89981075,Wood Duck,Aix sponsa,406,50,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-06-05,08:40 AM,eBird - Traveling Count,297,1,7.32,,1,,"More than 50, including young, throughout area"
S94502938,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-09-11,08:19 AM,eBird - Traveling Count,224,1,7.574,,1
S94827751,Wood Duck,Aix sponsa,406,10,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-09-18,08:05 AM,eBird - Traveling Count,314,1,7.367,,1
S95201442,Wood Duck,Aix sponsa,406,X,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-09-26,08:23 AM,eBird - Traveling Count,225,1,7.637,,1
S97878745,Wood Duck,Aix sponsa,406,5,CA-ON,Toronto,L11,Toronto--High Park,43.6446469,-79.4625379,2021-11-21,10:03 AM,eBird - Traveling Count,92,1,3.922,,1
S86225143,Wood Duck,Aix sponsa,406,2,CA-ON,Toronto,L5782158,Toronto--Park Drive Reservation Lands,43.6799722,-79.3765,2021-04-24,08:58 AM,eBird - Traveling Count,45,1,1.476,,4
S70163486,Wood Duck,Aix sponsa,406,2,CA-ON,Toronto,L2326730,Toronto--Riverdale Park West & East,43.6685546,-79.3576598,2020-06-07,11:46 AM,eBird - Traveling Count,30,1,1.3,,1
S97832380,Northern Shoveler,Spatula clypeata,443,1,CA-ON,Toronto,L421884,Toronto--Colonel Samuel Smith Park,43.5910609,-79.5112485,2021-11-20,10:40 AM,eBird - Traveling Count,117,1,2.44,,3,,,,389733391
S59586350,Gadwall,Mareca strepera,447,X,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2019-09-07,08:00 AM,eBird - Traveling Count,360,1,6.437,,20,,,TOC-led walk
S60490567,Gadwall,Mareca strepera,447,18,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2019-10-08,08:20 AM,eBird - Traveling Count,480,1,8.,,2
S71099399,Gadwall,Mareca strepera,447,3,CA-ON,Toronto,L351715,Tommy Thompson Park,43.6276706,-79.3315839,2020-07-03,04:37 PM,eBird - Casual Observation,,0,,,1
S57062733,Gadwall,Mareca strepera,447,X,CA-ON,Toronto,L285222,Toronto--Ashbridge's Bay Park,43.6599861,-79.3093553,2019-06-03,01:30 PM,eBird - Traveling Count,150,1,3.219,,1
